,Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,PDB file path,PKL file path,Distances,SASA,Change in SASA,MSA_depth_peptidase,MSA_depth_inhibitors
papain_and_M36_15_4,papain,M36_15,0.231,2474,0.466,0.923,0.558,92.964,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.2757235,0.0,0.0,47245,112
papain_and_M36_15_5,papain,M36_15,0.2,2212,0.412,0.919,0.513,92.141,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.757838,0.0,0.0,47245,112
papain_and_S8B_1913_1,papain,S8B_1913,0.489,4639,0.788,0.937,0.818,94.459,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.3203297,0.0,0.0,47245,10
papain_and_S8B_1913_2,papain,S8B_1913,0.613,5547,0.87,0.945,0.885,96.251,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.073574,0.0,0.0,47245,10
papain_and_S8B_1913_3,papain,S8B_1913,0.476,4287,0.764,0.932,0.798,94.108,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.479711,0.0,0.0,47245,10
papain_and_S8B_1913_4,papain,S8B_1913,0.548,5531,0.814,0.944,0.84,96.054,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.2524734,0.0,0.0,47245,10
papain_and_S8B_1913_5,papain,S8B_1913,0.607,5870,0.865,0.947,0.881,96.586,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.0018787,0.0,0.0,47245,10
papain_and_aspartic_peptide_inhibitor_3_1,papain,aspartic_peptide_inhibitor_3,0.222,2353,0.473,0.931,0.564,93.411,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.3836894,0.0,0.0,47245,14
papain_and_aspartic_peptide_inhibitor_3_2,papain,aspartic_peptide_inhibitor_3,0.364,2928,0.672,0.94,0.725,95.678,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.128954,0.0,0.0,47245,14
papain_and_aspartic_peptide_inhibitor_3_3,papain,aspartic_peptide_inhibitor_3,0.308,2528,0.574,0.935,0.647,94.599,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.2558007,0.0,0.0,47245,14
papain_and_aspartic_peptide_inhibitor_3_4,papain,aspartic_peptide_inhibitor_3,0.227,2129,0.453,0.928,0.548,93.323,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.5036397,0.0,0.0,47245,14
papain_and_aspartic_peptide_inhibitor_3_5,papain,aspartic_peptide_inhibitor_3,0.248,1979,0.466,0.928,0.559,93.578,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.466368,0.0,0.0,47245,14
papain_and_M36_small_2_1,papain,M36_small_2,0.427,1634,0.756,0.95,0.795,97.211,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.074614,0.0,0.0,47245,3
papain_and_M36_small_2_2,papain,M36_small_2,0.411,1425,0.699,0.947,0.749,96.706,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.0331755,1.5875107642308834,10.445524175752622,47245,3
papain_and_M36_small_2_3,papain,M36_small_2,0.383,1494,0.688,0.948,0.74,96.693,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.0867815,0.0,0.0,47245,3
papain_and_M36_small_2_4,papain,M36_small_2,0.361,1371,0.643,0.945,0.703,96.462,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,4.5542836,0.0,0.0,47245,3
papain_and_M36_small_2_5,papain,M36_small_2,0.328,1395,0.626,0.945,0.69,96.204,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4.8323846,0.0,0.0,47245,3
papain_and_M36_139_1,papain,M36_139,0.212,1543,0.385,0.921,0.493,92.832,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.297913,0.0,0.0,47245,8
papain_and_M36_139_2,papain,M36_139,0.238,1861,0.417,0.921,0.518,93.3,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.524063,0.0,0.0,47245,8
papain_and_M36_139_3,papain,M36_139,0.229,2038,0.414,0.922,0.515,92.183,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.3744216,0.0,0.0,47245,8
papain_and_M36_139_4,papain,M36_139,0.276,2458,0.507,0.927,0.591,93.666,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.2435355,0.0,0.0,47245,8
papain_and_M36_139_5,papain,M36_139,0.217,2104,0.452,0.922,0.546,93.165,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.1932616,0.0,0.0,47245,8
papain_and_Pepsin_909_1,papain,Pepsin_909,0.24,3180,0.497,0.919,0.582,92.185,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.3257008,0.0,0.0,47245,6
papain_and_Pepsin_909_2,papain,Pepsin_909,0.227,2778,0.443,0.913,0.537,92.081,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.8395925,0.0,0.0,47245,6
papain_and_Pepsin_909_3,papain,Pepsin_909,0.218,2163,0.375,0.908,0.482,91.302,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.203117,0.0,0.0,47245,6
papain_and_Pepsin_909_4,papain,Pepsin_909,0.432,4743,0.662,0.931,0.716,94.788,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.878168,0.0,0.0,47245,6
papain_and_Pepsin_909_5,papain,Pepsin_909,0.434,4656,0.678,0.93,0.728,94.355,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.8453856,0.0,0.0,47245,6
papain_and_M36_211_1,papain,M36_211,0.236,2029,0.432,0.925,0.531,92.457,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.2519593,0.0,0.0,47245,5
papain_and_M36_211_2,papain,M36_211,0.277,2447,0.494,0.928,0.581,93.772,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.6058116,0.0,0.0,47245,5
papain_and_M36_211_3,papain,M36_211,0.249,1941,0.425,0.923,0.524,92.618,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.3403225,0.0,0.0,47245,5
papain_and_M36_211_4,papain,M36_211,0.299,2565,0.539,0.928,0.617,94.143,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.4247785,0.0,0.0,47245,5
papain_and_M36_211_5,papain,M36_211,0.306,2734,0.566,0.932,0.639,94.081,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.519818,0.0,0.0,47245,5
papain_and_Pepsin_1979_1,papain,Pepsin_1979,0.228,2426,0.464,0.925,0.556,92.528,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.274887,0.0,0.0,47245,10
papain_and_Pepsin_1979_2,papain,Pepsin_1979,0.266,2336,0.478,0.923,0.567,93.708,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.4925237,0.0,0.0,47245,10
papain_and_Pepsin_1979_3,papain,Pepsin_1979,0.259,2179,0.457,0.922,0.55,93.067,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.2860284,0.0,0.0,47245,10
papain_and_Pepsin_1979_4,papain,Pepsin_1979,0.397,4006,0.679,0.938,0.73,95.475,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.2965927,0.0,0.0,47245,10
papain_and_Pepsin_1979_5,papain,Pepsin_1979,0.228,2108,0.417,0.92,0.517,92.413,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.326725,0.0,0.0,47245,10
papain_and_Thermolysin_350_1,papain,Thermolysin_350,0.196,2329,0.432,0.922,0.53,92.444,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,4.594759,0.0,0.0,47245,5
papain_and_Thermolysin_350_2,papain,Thermolysin_350,0.277,2486,0.491,0.925,0.578,93.613,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.255313,0.0,0.0,47245,5
papain_and_Thermolysin_350_3,papain,Thermolysin_350,0.22,2294,0.431,0.921,0.529,92.702,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.6075077,0.0,0.0,47245,5
papain_and_Thermolysin_350_4,papain,Thermolysin_350,0.204,2181,0.399,0.919,0.503,91.841,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,4.4542527,0.0,0.0,47245,5
papain_and_Thermolysin_350_5,papain,Thermolysin_350,0.34,3555,0.646,0.936,0.704,95.232,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.416569,0.0,0.0,47245,5
papain_and_S8B_543_1,papain,S8B_543,0.303,2513,0.488,0.922,0.575,93.213,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,4.673478,0.0,0.0,47245,5
papain_and_S8B_543_2,papain,S8B_543,0.3,2505,0.461,0.919,0.552,93.281,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4.743692,0.0,0.0,47245,5
papain_and_S8B_543_3,papain,S8B_543,0.28,2322,0.441,0.917,0.536,93.05,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.2199316,0.0,0.0,47245,5
papain_and_S8B_543_4,papain,S8B_543,0.271,2621,0.456,0.919,0.549,93.222,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.0996885,0.0,0.0,47245,5
papain_and_S8B_543_5,papain,S8B_543,0.265,2284,0.421,0.917,0.52,92.634,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4.9900107,0.0,0.0,47245,5
papain_and_Pepsin_1890_1,papain,Pepsin_1890,0.247,2414,0.439,0.923,0.535,92.457,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,4.2054586,0.0,0.0,47245,1176
papain_and_Pepsin_1890_2,papain,Pepsin_1890,0.262,2362,0.425,0.921,0.524,92.67,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4.6894026,0.0,0.0,47245,1176
papain_and_Pepsin_1890_3,papain,Pepsin_1890,0.279,2631,0.458,0.925,0.551,92.85,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.1927543,0.7304038276634746,4.805920697877843,47245,1176
papain_and_Pepsin_1890_4,papain,Pepsin_1890,0.251,2503,0.433,0.921,0.531,92.276,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.1789274,0.0,0.0,47245,1176
papain_and_Pepsin_1890_5,papain,Pepsin_1890,0.279,2500,0.455,0.923,0.549,92.21,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4.2106404,1.4219724315268283,9.356312880160733,47245,1176
papain_and_Pepsin_1511_1,papain,Pepsin_1511,0.172,2431,0.388,0.918,0.494,91.375,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2.777697,0.0,0.0,47245,81
papain_and_Pepsin_1511_2,papain,Pepsin_1511,0.199,2122,0.38,0.916,0.488,92.078,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.1536827,0.0,0.0,47245,81
papain_and_Pepsin_1511_3,papain,Pepsin_1511,0.209,2074,0.392,0.916,0.497,91.764,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2.5423584,0.0,0.0,47245,81
papain_and_Pepsin_1511_4,papain,Pepsin_1511,0.164,2174,0.359,0.914,0.47,91.697,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.0730658,0.0,0.0,47245,81
papain_and_Pepsin_1511_5,papain,Pepsin_1511,0.142,1898,0.351,0.913,0.463,91.905,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.539444,0.0,0.0,47245,81
papain_and_M36_44_1,papain,M36_44,0.294,2855,0.568,0.932,0.641,94.595,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.0034266,0.0,0.0,47245,8
papain_and_M36_44_2,papain,M36_44,0.297,2862,0.581,0.932,0.651,93.868,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4.4793315,0.0,0.0,47245,8
papain_and_M36_44_3,papain,M36_44,0.267,2631,0.522,0.929,0.603,93.717,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.8953547,0.0,0.0,47245,8
papain_and_M36_44_4,papain,M36_44,0.265,2580,0.507,0.928,0.591,94.033,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,4.9599533,0.0,0.0,47245,8
papain_and_M36_44_5,papain,M36_44,0.255,2220,0.485,0.925,0.573,93.397,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4.693071,0.0,0.0,47245,8
papain_and_M36_33_1,papain,M36_33,0.292,2805,0.559,0.933,0.634,93.928,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.345806,0.0,0.0,47245,6
papain_and_M36_33_2,papain,M36_33,0.214,2038,0.417,0.921,0.518,92.594,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.037011,0.0,0.0,47245,6
papain_and_M36_33_3,papain,M36_33,0.228,1900,0.4,0.921,0.504,92.068,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2.3809638,0.0,0.0,47245,6
papain_and_M36_33_4,papain,M36_33,0.242,2553,0.477,0.926,0.567,92.582,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,4.6723366,0.0,0.0,47245,6
papain_and_M36_33_5,papain,M36_33,0.253,2389,0.499,0.925,0.584,93.693,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.0185246,0.0,0.0,47245,6
papain_and_S8B_2791_1,papain,S8B_2791,0.23,3188,0.427,0.912,0.524,91.302,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,4.8307467,0.0,0.0,47245,494
papain_and_S8B_2791_2,papain,S8B_2791,0.261,2490,0.4,0.909,0.502,91.762,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.023898,0.0,0.0,47245,494
papain_and_S8B_2791_3,papain,S8B_2791,0.333,3146,0.503,0.915,0.586,92.981,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.9972935,0.0,0.0,47245,494
papain_and_S8B_2791_4,papain,S8B_2791,0.225,2366,0.378,0.907,0.484,91.084,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,4.7651606,0.0,0.0,47245,494
papain_and_S8B_2791_5,papain,S8B_2791,0.462,4188,0.701,0.925,0.746,94.197,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.4360776,0.0,0.0,47245,494
papain_and_Trypsin_510_1,papain,Trypsin_510,0.178,2740,0.408,0.912,0.509,91.132,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.0091386,0.0,0.0,47245,61
papain_and_Trypsin_510_2,papain,Trypsin_510,0.204,2459,0.378,0.909,0.484,91.315,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4.638074,0.0,0.0,47245,61
papain_and_Trypsin_510_3,papain,Trypsin_510,0.199,2173,0.36,0.906,0.469,91.403,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.71558,0.0,0.0,47245,61
papain_and_Trypsin_510_4,papain,Trypsin_510,0.197,2944,0.459,0.914,0.55,91.884,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.492478,0.0905152127204672,0.5955731854222082,47245,61
papain_and_Trypsin_510_5,papain,Trypsin_510,0.236,2431,0.407,0.91,0.507,91.579,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.764916,0.0,0.0,47245,61
papain_and_S8B_1280_1,papain,S8B_1280,0.187,2647,0.418,0.916,0.517,91.435,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.2337465,0.0,0.0,47245,10
papain_and_S8B_1280_2,papain,S8B_1280,0.213,2695,0.423,0.916,0.521,91.377,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4.06175,0.5797388605019108,3.814573368218915,47245,10
papain_and_S8B_1280_3,papain,S8B_1280,0.216,2547,0.41,0.915,0.511,91.843,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.9385147,0.0,0.0,47245,10
papain_and_S8B_1280_4,papain,S8B_1280,0.219,2522,0.409,0.915,0.51,91.455,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,3.7558465,0.0,0.0,47245,10
papain_and_S8B_1280_5,papain,S8B_1280,0.273,3344,0.53,0.924,0.609,92.788,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.7911706,0.0,0.0,47245,10
papain_and_M36_354_1,papain,M36_354,0.436,4536,0.743,0.925,0.78,93.293,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.044126,0.0,0.0,47245,10
papain_and_M36_354_2,papain,M36_354,0.338,3942,0.537,0.918,0.613,92.405,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4.8780723,0.0,0.0,47245,10
papain_and_M36_354_3,papain,M36_354,0.313,4013,0.524,0.918,0.603,92.311,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.6500196,0.0,0.0,47245,10
papain_and_M36_354_4,papain,M36_354,0.463,4233,0.742,0.923,0.778,93.16,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.0150623,0.0,0.0,47245,10
papain_and_M36_354_5,papain,M36_354,0.359,3994,0.559,0.92,0.631,92.394,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4.6932282,0.0,0.0,47245,10
papain_and_M36_253_1,papain,M36_253,0.657,4563,0.865,0.954,0.883,97.362,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.82038,0.0,0.0,47245,4
papain_and_M36_253_2,papain,M36_253,0.222,1820,0.383,0.92,0.49,92.625,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.1338377,0.0,0.0,47245,4
papain_and_M36_253_3,papain,M36_253,0.524,4365,0.791,0.947,0.822,96.698,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.875852,0.0,0.0,47245,4
papain_and_M36_253_4,papain,M36_253,0.632,4489,0.85,0.949,0.87,97.005,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.8590503,0.0,0.0,47245,4
papain_and_M36_253_5,papain,M36_253,0.354,3509,0.646,0.937,0.704,95.238,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.6492367,0.0,0.0,47245,4
papain_and_Pepsin_405_1,papain,Pepsin_405,0.256,2393,0.433,0.918,0.53,92.253,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,4.3064413,0.0,0.0,47245,2
papain_and_Pepsin_405_2,papain,Pepsin_405,0.255,2657,0.454,0.918,0.547,91.99,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,3.5493162,0.0,0.0,47245,2
papain_and_Pepsin_405_3,papain,Pepsin_405,0.289,2846,0.495,0.922,0.581,92.465,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.7649217,0.0,0.0,47245,2
papain_and_Pepsin_405_4,papain,Pepsin_405,0.283,3276,0.525,0.924,0.605,93.122,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,4.951465,0.0,0.0,47245,2
papain_and_Pepsin_405_5,papain,Pepsin_405,0.287,2727,0.485,0.921,0.572,92.725,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4.7568026,0.0,0.0,47245,2
papain_and_S8B_544_1,papain,S8B_544,0.268,2687,0.471,0.919,0.561,92.714,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.732174,0.0,0.0,47245,12
papain_and_S8B_544_2,papain,S8B_544,0.202,2299,0.399,0.911,0.502,91.632,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.6608715,0.0,0.0,47245,12
papain_and_S8B_544_3,papain,S8B_544,0.268,2560,0.469,0.917,0.559,92.688,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.6720834,0.0,0.0,47245,12
papain_and_S8B_544_4,papain,S8B_544,0.25,2697,0.473,0.917,0.562,93.4,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.229502,0.644953482907153,4.243673397204587,47245,12
papain_and_S8B_544_5,papain,S8B_544,0.204,2047,0.365,0.909,0.474,91.08,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4.9166946,0.0,0.0,47245,12
papain_and_M36_98_1,papain,M36_98,0.155,2608,0.404,0.911,0.505,91.871,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,9.075914,0.0,0.0,47245,6
papain_and_M36_98_2,papain,M36_98,0.121,2243,0.338,0.906,0.452,91.441,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.862815,0.6343542488484718,4.1739324177422805,47245,6
papain_and_M36_98_3,papain,M36_98,0.148,2288,0.354,0.907,0.465,91.596,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,9.235876,7.932000621997559,52.19108186601894,47245,6
papain_and_M36_98_4,papain,M36_98,0.168,1990,0.339,0.905,0.452,91.144,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.895588,0.0,0.0,47245,6
papain_and_M36_98_5,papain,M36_98,0.171,1885,0.334,0.905,0.448,90.751,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.8120775,0.0,0.0,47245,6
papain_and_M36_455_1,papain,M36_455,0.435,4345,0.677,0.93,0.728,93.56,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.401822,0.0,0.0,47245,2
papain_and_M36_455_2,papain,M36_455,0.238,2721,0.44,0.912,0.534,92.218,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.790668,0.0,0.0,47245,2
papain_and_M36_455_3,papain,M36_455,0.225,2157,0.373,0.907,0.48,91.572,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.3513,0.0,0.0,47245,2
papain_and_M36_455_4,papain,M36_455,0.337,3075,0.503,0.918,0.586,93.208,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.2651033,0.0,0.0,47245,2
papain_and_M36_455_5,papain,M36_455,0.505,4034,0.794,0.927,0.821,93.983,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.3581166,0.0,0.0,47245,2
papain_and_aspin_1,papain,aspin,0.029,573,0.185,0.612,0.271,81.681,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,10.199833,15.412336482688952,101.4102940037436,47245,651
papain_and_aspin_2,papain,aspin,0.046,1340,0.197,0.611,0.28,81.828,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9.819474,16.775052037247665,110.37670770659076,47245,651
papain_and_aspin_3,papain,aspin,0.029,696,0.183,0.6,0.267,81.852,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,16.750805,16.074472396462642,105.76702458522595,47245,651
papain_and_aspin_4,papain,aspin,0.024,281,0.192,0.613,0.276,79.535,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.066112,7.380155981831133,48.56004725510681,47245,651
papain_and_aspin_5,papain,aspin,0.393,56517,0.758,0.859,0.778,90.115,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.4825487,0.36571905179626096,2.406363020109626,47245,651
papain_and_M36_382_1,papain,M36_382,0.227,2305,0.423,0.92,0.523,92.093,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,4.847441,0.0,0.0,47245,19
papain_and_M36_382_2,papain,M36_382,0.234,2662,0.44,0.92,0.536,92.081,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,3.93181,1.074678011019813,7.071180490984426,47245,19
papain_and_M36_382_3,papain,M36_382,0.257,2411,0.457,0.919,0.55,92.599,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.765175,0.0,0.0,47245,19
