,Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,PDB file path,PKL file path,Distances,SASA,Change in SASA,MSA_depth_peptidase,MSA_depth_inhibitors
thermolysin_and_Pepsin_1979_5,thermolysin,Pepsin_1979,0.208,4241,0.54,0.946,0.622,94.516,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.697967,0.0,0.0,27893,10
thermolysin_and_Pepsin_1890_1,thermolysin,Pepsin_1890,0.237,4101,0.549,0.949,0.629,94.941,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.6225314,0.0,0.0,27893,1176
thermolysin_and_Pepsin_1890_2,thermolysin,Pepsin_1890,0.264,4499,0.585,0.95,0.658,95.005,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.912642,0.0,0.0,27893,1176
thermolysin_and_Pepsin_1890_3,thermolysin,Pepsin_1890,0.246,4455,0.552,0.949,0.631,94.855,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,9.584424,0.5459287670013868,3.97936268679486,27893,1176
thermolysin_and_Pepsin_1890_4,thermolysin,Pepsin_1890,0.265,4241,0.572,0.951,0.648,94.839,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.876278,0.0,0.0,27893,1176
thermolysin_and_Pepsin_1890_5,thermolysin,Pepsin_1890,0.269,4210,0.568,0.951,0.644,94.896,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.124951,0.13055663457883412,0.9516483313567617,27893,1176
thermolysin_and_S8B_1042_1,thermolysin,S8B_1042,0.202,4198,0.502,0.944,0.591,94.585,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.650877,0.0,0.0,27893,709
thermolysin_and_S8B_1042_2,thermolysin,S8B_1042,0.195,3982,0.466,0.941,0.561,94.168,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.703082,0.0,0.0,27893,709
thermolysin_and_S8B_1042_3,thermolysin,S8B_1042,0.227,4748,0.509,0.945,0.596,94.149,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.4342494,0.70520490485214,5.1403521018451785,27893,709
thermolysin_and_S8B_1042_4,thermolysin,S8B_1042,0.224,4548,0.505,0.945,0.593,94.372,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.5299163,0.031258932406656205,0.2278513915493564,27893,709
thermolysin_and_S8B_1042_5,thermolysin,S8B_1042,0.244,4557,0.517,0.946,0.603,94.263,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.1371956,0.050935953191169864,0.3712803643936866,27893,709
thermolysin_and_Thermolysin_777_1,thermolysin,Thermolysin_777,0.2,3850,0.466,0.938,0.56,94.041,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.9652076,0.0,0.0,27893,153
thermolysin_and_Thermolysin_777_2,thermolysin,Thermolysin_777,0.185,3489,0.416,0.935,0.519,93.827,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.593524,0.6403858674193531,4.6678757009939,27893,153
thermolysin_and_Thermolysin_777_3,thermolysin,Thermolysin_777,0.191,4105,0.444,0.937,0.542,93.718,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,9.746963,1.8916336619059881,13.788422347882412,27893,153
thermolysin_and_Thermolysin_777_4,thermolysin,Thermolysin_777,0.163,3955,0.424,0.935,0.527,93.43,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.504881,0.0,0.0,27893,153
thermolysin_and_Thermolysin_777_5,thermolysin,Thermolysin_777,0.188,3710,0.419,0.937,0.523,93.63,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.575276,1.4561604052936272,10.614187661590693,27893,153
thermolysin_and_M36_small_2_1,thermolysin,M36_small_2,0.263,1923,0.61,0.958,0.68,97.122,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.5029616,0.020231052595593484,0.14746739992414523,27893,3
thermolysin_and_M36_small_2_2,thermolysin,M36_small_2,0.283,1979,0.638,0.957,0.701,97.309,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.4324293,0.0,0.0,27893,3
thermolysin_and_M36_small_2_3,thermolysin,M36_small_2,0.277,1945,0.633,0.958,0.698,97.239,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.5757885,1.8700734377662227,13.63126640255283,27893,3
thermolysin_and_M36_small_2_4,thermolysin,M36_small_2,0.36,2139,0.717,0.961,0.766,97.698,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.2244987,0.0,0.0,27893,3
thermolysin_and_M36_small_2_5,thermolysin,M36_small_2,0.291,1941,0.644,0.96,0.707,97.195,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.8093753,2.6268761282765145,19.14772307221018,27893,3
thermolysin_and_aspartic_peptide_inhibitor_1_1,thermolysin,aspartic_peptide_inhibitor_1,0.24,3279,0.589,0.951,0.662,95.614,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.0509086,2.1200733022626412,15.453555669237126,27893,9
thermolysin_and_aspartic_peptide_inhibitor_1_2,thermolysin,aspartic_peptide_inhibitor_1,0.22,3489,0.562,0.949,0.639,95.48,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.3915186,2.351639582493235,17.141479572076936,27893,9
thermolysin_and_aspartic_peptide_inhibitor_1_3,thermolysin,aspartic_peptide_inhibitor_1,0.239,3500,0.571,0.951,0.647,95.642,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.805037,2.983831446113564,21.749627860001198,27893,9
thermolysin_and_aspartic_peptide_inhibitor_1_4,thermolysin,aspartic_peptide_inhibitor_1,0.34,4154,0.697,0.957,0.749,96.873,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.980658,0.0,0.0,27893,9
thermolysin_and_aspartic_peptide_inhibitor_1_5,thermolysin,aspartic_peptide_inhibitor_1,0.251,3345,0.578,0.952,0.653,95.724,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.207032,0.16354091868979082,1.1920760892906976,27893,9
thermolysin_and_potato_cathepsin_d_inhibitor_1,thermolysin,potato_cathepsin_d_inhibitor,0.043,1247,0.223,0.684,0.315,89.699,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.6621227,0.0,0.0,27893,3241
thermolysin_and_potato_cathepsin_d_inhibitor_2,thermolysin,potato_cathepsin_d_inhibitor,0.082,10401,0.433,0.766,0.5,91.689,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,10.527275,13.192011304032924,96.1586945406584,27893,3241
thermolysin_and_potato_cathepsin_d_inhibitor_3,thermolysin,potato_cathepsin_d_inhibitor,0.005,2,0.227,0.688,0.32,90.149,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,11.230128,14.569844932581375,106.20194571456649,27893,3241
thermolysin_and_potato_cathepsin_d_inhibitor_4,thermolysin,potato_cathepsin_d_inhibitor,0.015,541,0.293,0.711,0.376,89.79,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,11.448759,14.994323173755237,109.29603596293636,27893,3241
thermolysin_and_potato_cathepsin_d_inhibitor_5,thermolysin,potato_cathepsin_d_inhibitor,0.014,79,0.233,0.689,0.324,89.543,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,11.557188,14.587856071297255,106.33323180477625,27893,3241
thermolysin_and_Trypsin_1567_1,thermolysin,Trypsin_1567,0.182,4685,0.49,0.941,0.58,94.23,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.641265,0.9808595356575391,7.149643091023685,27893,574
thermolysin_and_Trypsin_1567_2,thermolysin,Trypsin_1567,0.197,4639,0.502,0.941,0.59,94.9,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.300875,0.7816658775857341,5.697688443660137,27893,574
thermolysin_and_Trypsin_1567_3,thermolysin,Trypsin_1567,0.164,4461,0.451,0.939,0.548,94.122,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.907423,0.0,0.0,27893,574
thermolysin_and_Trypsin_1567_4,thermolysin,Trypsin_1567,0.147,4438,0.437,0.939,0.537,93.567,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,4.5678306,0.0,0.0,27893,574
thermolysin_and_Trypsin_1567_5,thermolysin,Trypsin_1567,0.16,4637,0.455,0.94,0.552,93.983,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,9.952606,7.744353416980912,56.44983903331811,27893,574
thermolysin_and_Pepsin_2221_1,thermolysin,Pepsin_2221,0.344,5836,0.643,0.95,0.704,95.754,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.0924835,0.0,0.0,27893,14
thermolysin_and_Pepsin_2221_2,thermolysin,Pepsin_2221,0.213,4164,0.487,0.939,0.577,93.976,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.5552473,0.0,0.0,27893,14
thermolysin_and_Pepsin_2221_3,thermolysin,Pepsin_2221,0.228,3431,0.446,0.937,0.544,94.141,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.301592,0.0,0.0,27893,14
thermolysin_and_Pepsin_2221_4,thermolysin,Pepsin_2221,0.287,4814,0.573,0.946,0.647,95.217,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.0825033,0.0,0.0,27893,14
thermolysin_and_Pepsin_2221_5,thermolysin,Pepsin_2221,0.228,3990,0.492,0.941,0.582,94.283,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.535979,0.0,0.0,27893,14
thermolysin_and_S8B_1913_1,thermolysin,S8B_1913,0.221,3911,0.493,0.94,0.583,94.089,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.8678937,0.0,0.0,27893,10
thermolysin_and_S8B_1913_2,thermolysin,S8B_1913,0.223,3666,0.468,0.938,0.562,94.081,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.2828856,0.0,0.0,27893,10
thermolysin_and_S8B_1913_3,thermolysin,S8B_1913,0.208,3909,0.459,0.938,0.555,93.693,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.158696,0.0,0.0,27893,10
thermolysin_and_S8B_1913_4,thermolysin,S8B_1913,0.227,3676,0.465,0.94,0.56,93.696,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.8682675,0.0,0.0,27893,10
thermolysin_and_S8B_1913_5,thermolysin,S8B_1913,0.229,3752,0.468,0.94,0.562,93.926,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.4411774,0.0,0.0,27893,10
thermolysin_and_Pepsin_1814_1,thermolysin,Pepsin_1814,0.205,3754,0.498,0.944,0.587,94.342,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.015633,0.0,0.0,27893,2
thermolysin_and_Pepsin_1814_2,thermolysin,Pepsin_1814,0.209,2947,0.431,0.94,0.532,94.484,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.525338,0.0,0.0,27893,2
thermolysin_and_Pepsin_1814_3,thermolysin,Pepsin_1814,0.211,3495,0.477,0.942,0.57,94.263,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.846787,0.0,0.0,27893,2
thermolysin_and_Pepsin_1814_4,thermolysin,Pepsin_1814,0.23,3953,0.533,0.945,0.615,94.491,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.6551394,0.0,0.0,27893,2
thermolysin_and_Pepsin_1814_5,thermolysin,Pepsin_1814,0.231,3724,0.507,0.944,0.595,94.503,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.280782,0.0,0.0,27893,2
thermolysin_and_Pepsin_2565_1,thermolysin,Pepsin_2565,0.199,4182,0.504,0.942,0.592,94.353,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.59637,2.5619893905203805,18.674753192801084,27893,7
thermolysin_and_Pepsin_2565_2,thermolysin,Pepsin_2565,0.162,3308,0.419,0.935,0.522,93.814,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9.057322,3.8615384710819494,28.14737569124535,27893,7
thermolysin_and_Pepsin_2565_3,thermolysin,Pepsin_2565,0.208,4376,0.486,0.939,0.576,93.901,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.9322147,2.3888368769538633,17.412616640818307,27893,7
thermolysin_and_Pepsin_2565_4,thermolysin,Pepsin_2565,0.199,3756,0.46,0.94,0.556,93.735,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.58998,0.11702137945335453,0.8529876773332935,27893,7
thermolysin_and_Pepsin_2565_5,thermolysin,Pepsin_2565,0.214,3955,0.48,0.94,0.572,94.004,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.27499,0.0,0.0,27893,7
thermolysin_and_Thermolysin_3085_1,thermolysin,Thermolysin_3085,0.236,3850,0.557,0.949,0.636,95.569,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.9622226,0.0,0.0,27893,11
thermolysin_and_Thermolysin_3085_2,thermolysin,Thermolysin_3085,0.216,3625,0.513,0.946,0.599,95.271,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.066738,0.0,0.0,27893,11
thermolysin_and_Thermolysin_3085_3,thermolysin,Thermolysin_3085,0.471,6058,0.777,0.959,0.813,97.224,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.857153,0.0,0.0,27893,11
thermolysin_and_Thermolysin_3085_4,thermolysin,Thermolysin_3085,0.329,4487,0.639,0.953,0.702,96.272,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.2041965,0.0,0.0,27893,11
thermolysin_and_Thermolysin_3085_5,thermolysin,Thermolysin_3085,0.364,5067,0.684,0.955,0.738,96.435,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.9826326,0.0,0.0,27893,11
thermolysin_and_Pepsin_1869_1,thermolysin,Pepsin_1869,0.208,3913,0.557,0.949,0.635,95.265,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.3609414,0.01176276279744096,0.08574067204199257,27893,3
thermolysin_and_Pepsin_1869_2,thermolysin,Pepsin_1869,0.176,3377,0.468,0.944,0.563,94.672,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.6355457,1.0735472209456642,7.825258553434393,27893,3
thermolysin_and_Pepsin_1869_3,thermolysin,Pepsin_1869,0.209,3676,0.514,0.946,0.601,94.878,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.292897,0.24541268817547887,1.7888525998649967,27893,3
thermolysin_and_Pepsin_1869_4,thermolysin,Pepsin_1869,0.208,3512,0.511,0.947,0.599,94.808,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.721585,0.07574472292226897,0.5521154816114073,27893,3
thermolysin_and_Pepsin_1869_5,thermolysin,Pepsin_1869,0.231,3635,0.512,0.948,0.599,94.631,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.9721107,0.18312066464788979,1.3347960102623353,27893,3
thermolysin_and_aspin_1,thermolysin,aspin,0.011,73,0.211,0.719,0.313,84.681,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,14.417208,12.845030541018811,93.6294958890503,27893,651
thermolysin_and_aspin_2,thermolysin,aspin,0.011,33,0.184,0.712,0.29,85.049,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,14.249601,12.347391322537263,90.00212349688216,27893,651
thermolysin_and_aspin_3,thermolysin,aspin,0.009,18,0.169,0.699,0.275,85.957,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,15.478104,13.66683379780907,99.61975215255538,27893,651
thermolysin_and_aspin_4,thermolysin,aspin,0.01,22,0.194,0.705,0.296,85.216,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,16.528149,14.091316882973931,102.7138777095556,27893,651
thermolysin_and_aspin_5,thermolysin,aspin,0.026,450,0.26,0.725,0.353,85.938,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,12.211665,14.218719439695933,103.64253545955195,27893,651
thermolysin_and_Trypsin_2494_1,thermolysin,Trypsin_2494,0.209,4108,0.524,0.944,0.608,94.437,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.2282853,0.9947080132619397,7.250586874130328,27893,26
thermolysin_and_Trypsin_2494_2,thermolysin,Trypsin_2494,0.212,4164,0.519,0.943,0.604,94.648,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.5878778,0.0,0.0,27893,26
thermolysin_and_Trypsin_2494_3,thermolysin,Trypsin_2494,0.299,4734,0.599,0.947,0.668,95.86,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.071061,0.0,0.0,27893,26
thermolysin_and_Trypsin_2494_4,thermolysin,Trypsin_2494,0.324,4828,0.604,0.949,0.673,95.828,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.023069,0.0,0.0,27893,26
thermolysin_and_Trypsin_2494_5,thermolysin,Trypsin_2494,0.235,4001,0.531,0.945,0.613,95.177,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.2616034,0.0,0.0,27893,26
thermolysin_and_aspartic_peptide_inhibitor_5_1,thermolysin,aspartic_peptide_inhibitor_5,0.222,3558,0.56,0.949,0.638,95.469,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.5771565,0.0,0.0,27893,5
thermolysin_and_aspartic_peptide_inhibitor_5_2,thermolysin,aspartic_peptide_inhibitor_5,0.19,3293,0.493,0.946,0.584,95.15,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.6560025,1.4310321139871047,10.431023500161125,27893,5
thermolysin_and_aspartic_peptide_inhibitor_5_3,thermolysin,aspartic_peptide_inhibitor_5,0.22,3766,0.54,0.948,0.622,95.181,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.11427,0.0,0.0,27893,5
thermolysin_and_aspartic_peptide_inhibitor_5_4,thermolysin,aspartic_peptide_inhibitor_5,0.321,4343,0.651,0.955,0.712,96.538,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.094051,0.0,0.0,27893,5
thermolysin_and_aspartic_peptide_inhibitor_5_5,thermolysin,aspartic_peptide_inhibitor_5,0.235,3633,0.55,0.95,0.63,95.343,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.2557425,0.0,0.0,27893,5
thermolysin_and_Thermolysin_1445_1,thermolysin,Thermolysin_1445,0.184,3700,0.503,0.947,0.592,94.929,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.0555725,1.284676218737937,9.364211813819791,27893,105
thermolysin_and_Thermolysin_1445_2,thermolysin,Thermolysin_1445,0.154,3390,0.45,0.943,0.548,94.879,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.4939194,3.7755444640626488,27.52055152753589,27893,105
thermolysin_and_Thermolysin_1445_3,thermolysin,Thermolysin_1445,0.219,3133,0.474,0.944,0.568,94.846,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.7743,0.0,0.0,27893,105
thermolysin_and_Thermolysin_1445_4,thermolysin,Thermolysin_1445,0.164,3525,0.468,0.945,0.563,94.628,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.229526,1.6806081546466627,12.250223446655461,27893,105
thermolysin_and_Thermolysin_1445_5,thermolysin,Thermolysin_1445,0.207,3791,0.494,0.947,0.585,94.5,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.602649,5.925975684012042,43.19539094694979,27893,105
thermolysin_and_Thermolysin_3395_1,thermolysin,Thermolysin_3395,0.17,4205,0.468,0.939,0.562,93.722,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.503222,0.0,0.0,27893,13
thermolysin_and_Thermolysin_3395_2,thermolysin,Thermolysin_3395,0.184,3671,0.438,0.935,0.538,93.856,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.837606,0.08704434394359992,0.6344802386733721,27893,13
thermolysin_and_Thermolysin_3395_3,thermolysin,Thermolysin_3395,0.212,3931,0.445,0.937,0.543,93.804,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.858364,1.498756274837589,10.924675813379906,27893,13
thermolysin_and_Thermolysin_3395_4,thermolysin,Thermolysin_3395,0.178,4208,0.452,0.937,0.549,93.304,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.1176014,0.0,0.0,27893,13
thermolysin_and_Thermolysin_3395_5,thermolysin,Thermolysin_3395,0.19,3808,0.438,0.937,0.538,93.645,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.8531885,3.325070513059101,24.2369743644515,27893,13
thermolysin_and_M36_267_1,thermolysin,M36_267,0.21,3721,0.519,0.944,0.604,94.784,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.4887614,1.1200381280329885,8.16413826104664,27893,12
thermolysin_and_M36_267_2,thermolysin,M36_267,0.191,3632,0.463,0.94,0.558,94.478,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.120334,2.088989638297981,15.226981837582777,27893,12
thermolysin_and_M36_267_3,thermolysin,M36_267,0.216,4031,0.515,0.943,0.601,94.721,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.226824,1.1429590535614031,8.331212577894915,27893,12
thermolysin_and_M36_267_4,thermolysin,M36_267,0.182,3993,0.476,0.943,0.57,94.263,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.873161,5.636226423243643,41.08336193048796,27893,12
thermolysin_and_M36_267_5,thermolysin,M36_267,0.229,4098,0.537,0.946,0.619,94.709,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,10.2628765,5.593936688281746,40.775105242960464,27893,12
thermolysin_and_Thermolysin_2182_1,thermolysin,Thermolysin_2182,0.182,4242,0.507,0.944,0.595,94.294,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.7618904,0.0,0.0,27893,7
thermolysin_and_Thermolysin_2182_2,thermolysin,Thermolysin_2182,0.197,3782,0.48,0.941,0.572,94.295,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.812079,4.322161947797124,31.504934381493726,27893,7
thermolysin_and_Thermolysin_2182_3,thermolysin,Thermolysin_2182,0.206,4240,0.504,0.943,0.592,94.369,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.840184,0.027039803810914996,0.1970974838611779,27893,7
thermolysin_and_Thermolysin_2182_4,thermolysin,Thermolysin_2182,0.184,4138,0.495,0.944,0.585,94.183,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.317509,0.22763871113479556,1.6592952192929191,27893,7
thermolysin_and_Thermolysin_2182_5,thermolysin,Thermolysin_2182,0.21,4091,0.505,0.943,0.593,94.237,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.614752,0.0,0.0,27893,7
thermolysin_and_Thermolysin_350_1,thermolysin,Thermolysin_350,0.186,4403,0.561,0.948,0.639,95.065,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.9156313,0.0,0.0,27893,5
thermolysin_and_Thermolysin_350_2,thermolysin,Thermolysin_350,0.184,3513,0.462,0.942,0.558,94.712,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.9229717,1.077337828690272,7.852888903639274,27893,5
thermolysin_and_Thermolysin_350_3,thermolysin,Thermolysin_350,0.206,3131,0.46,0.943,0.556,94.786,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.0054245,0.4353894863801097,3.173624071580361,27893,5
thermolysin_and_Thermolysin_350_4,thermolysin,Thermolysin_350,0.182,3887,0.481,0.945,0.574,94.295,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.2885504,0.09782201141776202,0.713040392286333,27893,5
thermolysin_and_Thermolysin_350_5,thermolysin,Thermolysin_350,0.178,3883,0.481,0.945,0.574,94.323,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.4866376,5.7749614847242965,42.09462413240249,27893,5
