,Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,PDB file path,PKL file path,Distances,SASA,Change in SASA,MSA_depth_peptidase,MSA_depth_inhibitors
pepsin_and_potato_cathepsin_d_inhibitor_5,pepsin,potato_cathepsin_d_inhibitor,0.007,3,0.238,0.68,0.326,86.608,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,10.208759,12.527718331879,100.4789728254652,41918,3241
pepsin_and_M36_408_1,pepsin,M36_408,0.178,3925,0.527,0.934,0.609,92.915,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.139583,0.0,0.0,41918,1
pepsin_and_M36_408_2,pepsin,M36_408,0.208,3677,0.518,0.931,0.601,92.659,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.1462574,1.4505313620976485,11.634034023882327,41918,1
pepsin_and_M36_408_3,pepsin,M36_408,0.185,3561,0.494,0.936,0.583,93.129,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.671498,2.5435142147954077,20.400338585141224,41918,1
pepsin_and_M36_408_4,pepsin,M36_408,0.209,4114,0.539,0.937,0.618,92.84,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.5742345,0.0,0.0,41918,1
pepsin_and_M36_408_5,pepsin,M36_408,0.203,3657,0.51,0.934,0.595,92.715,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.410549,1.0876406280297732,8.723457074348518,41918,1
pepsin_and_M36_44_1,pepsin,M36_44,0.195,3639,0.528,0.934,0.609,92.621,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.517462,3.981845186571299,31.93651898116217,41918,8
pepsin_and_M36_44_2,pepsin,M36_44,0.18,3418,0.488,0.931,0.577,92.354,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.1557074,3.955567532805493,31.72575820344476,41918,8
pepsin_and_M36_44_3,pepsin,M36_44,0.164,3473,0.49,0.935,0.579,93.169,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,10.051406,12.470560435509082,100.02053605637697,41918,8
pepsin_and_M36_44_4,pepsin,M36_44,0.202,3335,0.488,0.936,0.578,92.555,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.08129,2.9775982837313095,23.881923995278388,41918,8
pepsin_and_M36_44_5,pepsin,M36_44,0.217,3571,0.533,0.935,0.613,92.875,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.4527307,0.0,0.0,41918,8
pepsin_and_M36_33_1,pepsin,M36_33,0.206,3438,0.53,0.936,0.611,93.166,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.9741125,4.966495087528493,39.833935575300714,41918,6
pepsin_and_M36_33_2,pepsin,M36_33,0.208,3018,0.487,0.93,0.576,92.563,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.617677,0.10757333993095719,0.8627954758658742,41918,6
pepsin_and_M36_33_3,pepsin,M36_33,0.231,3315,0.529,0.937,0.61,93.605,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.564623,0.0,0.0,41918,6
pepsin_and_M36_33_4,pepsin,M36_33,0.179,3038,0.45,0.935,0.547,92.628,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.427969,10.433711935050892,83.6839263318166,41918,6
pepsin_and_M36_33_5,pepsin,M36_33,0.221,3336,0.506,0.935,0.592,92.799,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.0309463,0.0,0.0,41918,6
pepsin_and_Trypsin_4654_1,pepsin,Trypsin_4654,0.17,5187,0.521,0.922,0.601,90.43,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.6393714,0.34485368943313505,2.765910245694057,41918,13
pepsin_and_Trypsin_4654_2,pepsin,Trypsin_4654,0.157,4022,0.443,0.917,0.538,90.163,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.7175713,0.0,0.0,41918,13
pepsin_and_Trypsin_4654_3,pepsin,Trypsin_4654,0.163,4795,0.496,0.923,0.582,91.237,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,9.656827,1.799741633462683,14.434886376826139,41918,13
pepsin_and_Trypsin_4654_4,pepsin,Trypsin_4654,0.174,5262,0.524,0.925,0.605,90.658,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.710141,0.36977542868834845,2.9657958669261184,41918,13
pepsin_and_Trypsin_4654_5,pepsin,Trypsin_4654,0.153,4113,0.441,0.919,0.536,90.383,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.4049253,0.0,0.0,41918,13
pepsin_and_Trypsin_2681_1,pepsin,Trypsin_2681,0.216,3647,0.518,0.93,0.601,92.234,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.55922,0.2371695931041308,1.902226444531046,41918,23
pepsin_and_Trypsin_2681_2,pepsin,Trypsin_2681,0.192,3296,0.462,0.926,0.555,92.171,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.6737366,0.3535051664670263,2.8352996989655623,41918,23
pepsin_and_Trypsin_2681_3,pepsin,Trypsin_2681,0.222,4366,0.551,0.933,0.627,92.775,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.356431,0.0,0.0,41918,23
pepsin_and_Trypsin_2681_4,pepsin,Trypsin_2681,0.197,3140,0.457,0.929,0.551,92.176,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.92513,0.0,0.0,41918,23
pepsin_and_Trypsin_2681_5,pepsin,Trypsin_2681,0.202,3601,0.491,0.929,0.578,92.085,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.422661,0.0,0.0,41918,23
pepsin_and_aspartic_peptide_inhibitor_6_1,pepsin,aspartic_peptide_inhibitor_6,0.637,5048,0.936,0.951,0.939,96.985,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.3188424,0.0,0.0,41918,2
pepsin_and_aspartic_peptide_inhibitor_6_2,pepsin,aspartic_peptide_inhibitor_6,0.581,4997,0.907,0.945,0.914,96.526,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.3556557,0.0,0.0,41918,2
pepsin_and_aspartic_peptide_inhibitor_6_3,pepsin,aspartic_peptide_inhibitor_6,0.622,5063,0.925,0.951,0.93,97.111,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.301264,0.0,0.0,41918,2
pepsin_and_aspartic_peptide_inhibitor_6_4,pepsin,aspartic_peptide_inhibitor_6,0.631,5052,0.932,0.951,0.936,96.991,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.2206855,0.0,0.0,41918,2
pepsin_and_aspartic_peptide_inhibitor_6_5,pepsin,aspartic_peptide_inhibitor_6,0.652,5085,0.945,0.95,0.946,96.967,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.315637,0.0,0.0,41918,2
pepsin_and_Trypsin_3575_1,pepsin,Trypsin_3575,0.149,4080,0.475,0.923,0.565,91.254,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,9.178614,9.138250520794124,73.29363587419093,41918,8
pepsin_and_Trypsin_3575_2,pepsin,Trypsin_3575,0.16,3235,0.425,0.92,0.524,91.278,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.415512,2.4285461297569304,19.47823331534272,41918,8
pepsin_and_Trypsin_3575_3,pepsin,Trypsin_3575,0.152,4044,0.463,0.926,0.556,92.402,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,12.24587,12.322365066892232,98.83193027664606,41918,8
pepsin_and_Trypsin_3575_4,pepsin,Trypsin_3575,0.187,3475,0.432,0.927,0.531,91.079,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.6709695,4.701347138703569,37.70730781764171,41918,8
pepsin_and_Trypsin_3575_5,pepsin,Trypsin_3575,0.173,3278,0.452,0.926,0.547,91.597,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.6449156,0.8570337749966306,6.873867300261714,41918,8
pepsin_and_S8B_1357_1,pepsin,S8B_1357,0.205,5961,0.566,0.928,0.639,91.418,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.0299697,0.0,0.0,41918,385
pepsin_and_S8B_1357_2,pepsin,S8B_1357,0.198,5749,0.549,0.922,0.623,90.794,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9.145755,1.780680416218697,14.282005263223429,41918,385
pepsin_and_S8B_1357_3,pepsin,S8B_1357,0.171,5135,0.493,0.924,0.579,91.301,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,9.305868,9.40570049201975,75.43872707747634,41918,385
pepsin_and_S8B_1357_4,pepsin,S8B_1357,0.243,6185,0.603,0.926,0.667,91.03,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,9.162283,5.1563815164539095,41.35692586183758,41918,385
pepsin_and_S8B_1357_5,pepsin,S8B_1357,0.203,5732,0.553,0.926,0.627,90.907,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.5597515,0.0,0.0,41918,385
pepsin_and_Thermolysin_1166_1,pepsin,Thermolysin_1166,0.159,4185,0.497,0.928,0.583,92.546,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,10.499466,1.6562955472565912,13.284372371323316,41918,90
pepsin_and_Thermolysin_1166_2,pepsin,Thermolysin_1166,0.146,3419,0.472,0.921,0.562,91.711,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9.123768,1.3545413102268733,10.864142687093947,41918,90
pepsin_and_Thermolysin_1166_3,pepsin,Thermolysin_1166,0.153,4264,0.498,0.928,0.584,92.637,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,11.683233,5.117262757537519,41.04317258211035,41918,90
pepsin_and_Thermolysin_1166_4,pepsin,Thermolysin_1166,0.137,3164,0.422,0.921,0.522,90.946,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,9.677985,0.0,0.0,41918,90
pepsin_and_Thermolysin_1166_5,pepsin,Thermolysin_1166,0.216,4325,0.554,0.928,0.629,92.318,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.896369,0.0,0.0,41918,90
pepsin_and_Pepsin_2320_1,pepsin,Pepsin_2320,0.185,4195,0.487,0.927,0.575,91.519,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,9.124883,4.795364265183072,38.46137524208431,41918,7
pepsin_and_Pepsin_2320_2,pepsin,Pepsin_2320,0.169,4418,0.504,0.924,0.588,91.304,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.609751,7.255652462585778,58.19419684460843,41918,7
pepsin_and_Pepsin_2320_3,pepsin,Pepsin_2320,0.191,4692,0.53,0.931,0.61,92.349,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.016598,0.0,0.0,41918,7
pepsin_and_Pepsin_2320_4,pepsin,Pepsin_2320,0.19,4819,0.517,0.932,0.6,92.069,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.782029,5.512379444171081,44.212218833582625,41918,7
pepsin_and_Pepsin_2320_5,pepsin,Pepsin_2320,0.148,3635,0.432,0.924,0.531,91.297,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,10.574081,10.97095855131408,87.99293031211165,41918,7
pepsin_and_Trypsin_2373_1,pepsin,Trypsin_2373,0.144,5028,0.475,0.922,0.564,90.54,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.869115,1.679403180139838,13.469707893325616,41918,6
pepsin_and_Trypsin_2373_2,pepsin,Trypsin_2373,0.161,4719,0.485,0.919,0.572,90.376,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.691218,2.076611857952228,16.65553302816994,41918,6
pepsin_and_Trypsin_2373_3,pepsin,Trypsin_2373,0.138,4889,0.471,0.924,0.562,91.351,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.242747,4.083708400356311,32.753516204333586,41918,6
pepsin_and_Trypsin_2373_4,pepsin,Trypsin_2373,0.187,4626,0.486,0.926,0.574,90.98,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.072604,0.0,0.0,41918,6
pepsin_and_Trypsin_2373_5,pepsin,Trypsin_2373,0.136,4254,0.45,0.921,0.545,90.451,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.291506,3.09182372474365,24.798072864482275,41918,6
pepsin_and_M36_15_1,pepsin,M36_15,0.17,3265,0.473,0.929,0.564,92.247,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.344383,3.0830376506082877,24.727603870775486,41918,112
pepsin_and_M36_15_2,pepsin,M36_15,0.157,3115,0.458,0.923,0.551,91.864,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9.113065,0.0,0.0,41918,112
pepsin_and_M36_15_3,pepsin,M36_15,0.16,2878,0.437,0.927,0.535,92.423,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,11.244512,11.305408772024768,90.67539919814539,41918,112
pepsin_and_M36_15_4,pepsin,M36_15,0.172,3699,0.5,0.926,0.585,91.681,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,10.56929,6.612603940648302,53.036605234586965,41918,112
pepsin_and_M36_15_5,pepsin,M36_15,0.184,4193,0.543,0.928,0.62,92.145,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,11.286774,13.666326973735764,109.61122051440297,41918,112
pepsin_and_M36_86_1,pepsin,M36_86,0.196,3649,0.524,0.934,0.606,92.756,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.707477,1.050442498172607,8.425108262532941,41918,14
pepsin_and_M36_86_2,pepsin,M36_86,0.349,5400,0.736,0.94,0.777,94.775,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.2790313,0.0,0.0,41918,14
pepsin_and_M36_86_3,pepsin,M36_86,0.225,3853,0.587,0.939,0.658,94.181,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.6284347,0.0,0.0,41918,14
pepsin_and_M36_86_4,pepsin,M36_86,0.294,4569,0.665,0.943,0.72,94.281,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.3924813,0.0,0.0,41918,14
pepsin_and_M36_86_5,pepsin,M36_86,0.207,3598,0.528,0.936,0.609,92.95,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.3434,0.0,0.0,41918,14
pepsin_and_M36_267_1,pepsin,M36_267,0.19,4188,0.528,0.93,0.608,92.272,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,10.313507,0.0,0.0,41918,12
pepsin_and_M36_267_2,pepsin,M36_267,0.175,3730,0.492,0.926,0.579,91.793,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9.942111,1.5157833563989789,12.157389769000472,41918,12
pepsin_and_M36_267_3,pepsin,M36_267,0.163,3947,0.502,0.933,0.588,92.946,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,13.2535515,6.380664527391893,51.176327617836805,41918,12
pepsin_and_M36_267_4,pepsin,M36_267,0.194,4458,0.54,0.934,0.619,92.595,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,9.322407,1.2442997720077162,9.979946839972058,41918,12
pepsin_and_M36_267_5,pepsin,M36_267,0.188,4338,0.525,0.931,0.606,92.467,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,10.762713,2.4238335584584303,19.440435983785935,41918,12
pepsin_and_Original_8_1,pepsin,Original_8,0.14,5511,0.451,0.907,0.542,88.026,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.5817814,0.0,0.0,41918,14
pepsin_and_Original_8_2,pepsin,Original_8,0.163,6607,0.483,0.91,0.569,88.444,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.7616425,0.0,0.0,41918,14
pepsin_and_Original_8_3,pepsin,Original_8,0.123,5500,0.439,0.912,0.534,89.672,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.4804583,4.809475058433632,38.5745513188453,41918,14
pepsin_and_Original_8_4,pepsin,Original_8,0.178,5844,0.472,0.914,0.561,88.874,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.865728,0.0,0.0,41918,14
pepsin_and_Original_8_5,pepsin,Original_8,0.18,6233,0.498,0.911,0.581,88.843,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.617947,0.0,0.0,41918,14
pepsin_and_Pepsin_1694_1,pepsin,Pepsin_1694,0.18,4504,0.494,0.927,0.58,91.34,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.406587,0.35100052372528195,2.815211130295813,41918,8
pepsin_and_Pepsin_1694_2,pepsin,Pepsin_1694,0.175,3507,0.441,0.921,0.537,91.07,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.168611,0.22410602549587358,1.797449675135335,41918,8
pepsin_and_Pepsin_1694_3,pepsin,Pepsin_1694,0.169,3561,0.445,0.926,0.541,91.983,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.763878,3.1906286802160277,25.59054122727003,41918,8
pepsin_and_Pepsin_1694_4,pepsin,Pepsin_1694,0.173,3809,0.445,0.927,0.541,91.118,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.849536,2.1050170816424028,16.883358049746576,41918,8
pepsin_and_Pepsin_1694_5,pepsin,Pepsin_1694,0.19,5091,0.514,0.928,0.597,91.611,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.20231,0.0,0.0,41918,8
pepsin_and_S8B_30_1,pepsin,S8B_30,0.171,4280,0.494,0.928,0.581,91.619,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.084689,0.0,0.0,41918,14
pepsin_and_S8B_30_2,pepsin,S8B_30,0.195,3511,0.443,0.924,0.539,91.23,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.111954,4.5362615787344645,36.383233708168625,41918,14
pepsin_and_S8B_30_3,pepsin,S8B_30,0.207,4466,0.521,0.932,0.603,92.156,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.71811,1.849096053151309,14.830735107084609,41918,14
pepsin_and_S8B_30_4,pepsin,S8B_30,0.177,3474,0.436,0.927,0.534,91.105,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.009399,0.7183603819331366,5.761632835524034,41918,14
pepsin_and_S8B_30_5,pepsin,S8B_30,0.177,3878,0.45,0.926,0.546,90.947,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.5376797,1.2669509540214472,10.16162138291183,41918,14
pepsin_and_S8B_2253_1,pepsin,S8B_2253,0.169,4263,0.473,0.924,0.563,91.133,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.4881744,7.870548117901544,63.125987471138465,41918,20
pepsin_and_S8B_2253_2,pepsin,S8B_2253,0.151,3125,0.395,0.919,0.5,90.446,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.461183,0.0,0.0,41918,20
pepsin_and_S8B_2253_3,pepsin,S8B_2253,0.162,2905,0.38,0.923,0.489,91.688,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.973542,6.966618389265028,55.87598964761813,41918,20
pepsin_and_S8B_2253_4,pepsin,S8B_2253,0.186,3708,0.456,0.927,0.55,91.183,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.307434,8.114181253258424,65.08005496678236,41918,20
pepsin_and_S8B_2253_5,pepsin,S8B_2253,0.184,3234,0.421,0.923,0.521,90.542,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.8562393,10.453648805523262,83.84383065065177,41918,20
pepsin_and_S8B_1071_1,pepsin,S8B_1071,0.172,3520,0.474,0.93,0.565,91.956,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.9813128,1.5245870834214086,12.228000348262821,41918,4
pepsin_and_S8B_1071_2,pepsin,S8B_1071,0.198,3652,0.486,0.929,0.574,92.262,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.390687,0.027185906502648717,0.2180454483690144,41918,4
pepsin_and_S8B_1071_3,pepsin,S8B_1071,0.2,3137,0.454,0.932,0.549,92.559,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.939107,1.409522891668832,11.305124251434329,41918,4
pepsin_and_S8B_1071_4,pepsin,S8B_1071,0.231,4263,0.538,0.937,0.618,92.639,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.246086,0.0,0.0,41918,4
pepsin_and_S8B_1071_5,pepsin,S8B_1071,0.204,3566,0.479,0.932,0.569,92.219,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.6723266,0.0,0.0,41918,4
pepsin_and_Thermolysin_63_1,pepsin,Thermolysin_63,0.27,4338,0.613,0.937,0.677,93.368,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.8385863,4.451331102117824,35.70204605484299,41918,5
pepsin_and_Thermolysin_63_2,pepsin,Thermolysin_63,0.172,3975,0.509,0.93,0.593,92.518,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,12.090206,11.01507148453146,88.34673952944706,41918,5
pepsin_and_Thermolysin_63_3,pepsin,Thermolysin_63,0.223,4557,0.569,0.936,0.642,93.617,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,9.366093,1.041942424616118,8.356933145782145,41918,5
pepsin_and_Thermolysin_63_4,pepsin,Thermolysin_63,0.236,4595,0.584,0.938,0.654,93.317,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.113491,0.8114235236241978,6.508048793905982,41918,5
pepsin_and_Thermolysin_63_5,pepsin,Thermolysin_63,0.224,4473,0.572,0.934,0.645,92.992,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.518313,4.389510704390333,35.20621354178965,41918,5
pepsin_and_S8B_1664_1,pepsin,S8B_1664,0.198,4967,0.504,0.926,0.588,91.133,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.1460185,0.0,0.0,41918,13
pepsin_and_S8B_1664_2,pepsin,S8B_1664,0.166,4779,0.509,0.924,0.592,91.58,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.359837,0.3213519677780621,2.5774139218644696,41918,13
pepsin_and_S8B_1664_3,pepsin,S8B_1664,0.195,4367,0.461,0.927,0.554,91.911,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,9.439925,12.440387227181741,99.77853085644644,41918,13
pepsin_and_S8B_1664_4,pepsin,S8B_1664,0.205,5390,0.528,0.93,0.609,91.656,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.165338,0.0,0.0,41918,13
pepsin_and_S8B_1664_5,pepsin,S8B_1664,0.199,4183,0.472,0.924,0.562,90.83,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.0104065,0.7805962105083716,6.260797325219534,41918,13
pepsin_and_Pepsin_2208_1,pepsin,Pepsin_2208,0.191,4039,0.509,0.93,0.593,92.246,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,9.207678,3.1801736074317786,25.50668597555164,41918,3
pepsin_and_Pepsin_2208_2,pepsin,Pepsin_2208,0.277,4958,0.597,0.933,0.665,93.415,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.198235,0.0,0.0,41918,3
pepsin_and_Pepsin_2208_3,pepsin,Pepsin_2208,0.157,3560,0.438,0.929,0.536,92.541,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,13.696172,12.442408113285714,99.7947394392502,41918,3
pepsin_and_Pepsin_2208_4,pepsin,Pepsin_2208,0.198,4128,0.495,0.932,0.582,92.208,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.621333,2.1202755163117963,17.00573882187838,41918,3
pepsin_and_Pepsin_2208_5,pepsin,Pepsin_2208,0.274,5100,0.605,0.937,0.672,93.503,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.102892,0.0,0.0,41918,3
